date,geography,geography code,Social Grade: All categories: Approximated social grade; measures: Value,Social Grade: AB Higher and intermediate managerial/administrative/professional occupations; measures: Value,"Social Grade: C1 Supervisory, clerical and junior managerial/administrative/professional occupations; measures: Value",Social Grade: C2 Skilled manual occupations; measures: Value,Social Grade: DE Semi-skilled and unskilled manual occupations; unemployed and lowest grade occupations; measures: Value
2011,Ledsham and Manor,E05008682,2118,542,634,474,468
2011,Little Neston and Burton,E05008683,3023,837,903,684,599
2011,Malpas,E05008684,2467,626,603,747,491
2011,Marbury,E05008685,5150,1269,1432,1269,1180
2011,Neston,E05008686,2702,577,750,662,713
2011,Netherpool,E05008687,1690,236,410,421,623
2011,Newton,E05008688,3462,805,1265,590,802
2011,Parkgate,E05008689,1381,477,425,258,221
2011,Rossmore,E05008690,7142,879,1581,1848,2834
2011,St Paul's,E05008691,3157,472,736,765,1184
2011,Saughall and Mollington,E05008692,4516,1400,1403,859,854
2011,Shakerley,E05008693,2398,486,580,707,625
2011,Strawberry,E05008694,1105,313,296,273,223
2011,Sutton,E05008695,2790,501,620,778,891
2011,Tarporley,E05008696,2491,910,674,508,399
2011,Tarvin and Kelsall,E05008697,3651,1123,1015,853,660
2011,Tattenhall,E05008698,2489,737,758,587,407
2011,Upton,E05008699,8913,2387,3152,1727,1647
2011,Weaver and Cuddington,E05008700,4797,1311,1195,1097,1194
2011,Whitby,E05008701,3837,896,1193,881,867
2011,Willaston and Thornton,E05008702,2250,701,725,432,392
2011,Winnington and Castle,E05008703,8790,1583,2466,2112,2629
2011,Winsford Over and Verdin,E05008704,8475,1583,2908,1781,2203
2011,Winsford Swanlow and Dene,E05008705,5041,858,1367,1161,1655
2011,Winsford Wharton,E05008706,7709,1002,1959,2026,2722
2011,Witton and Rudheath,E05008707,8605,1749,2251,1817,2788
2011,Appleton,E05001577,5269,721,1397,1197,1954
2011,Beechwood,E05001578,1242,212,358,374,298
2011,Birchfield,E05001579,1561,469,517,318,257
2011,Broadheath,E05001580,2673,294,631,638,1110
2011,Halton Castle,E05001581,4799,516,1081,1099,2103
2011,Daresbury,E05001582,13556,3932,4415,2394,2815
2011,Ditton,E05001583,5377,657,1413,1471,1836
2011,Farnworth,E05001584,2617,510,766,641,700
2011,Grange,E05001585,2537,290,583,538,1126
2011,Hale,E05001586,640,131,192,157,160
2011,Halton Brook,E05001587,2432,284,555,544,1049
2011,Halton Lea,E05001588,6959,897,2104,1444,2514
2011,Halton View,E05001589,3937,543,961,1172,1261
2011,Heath,E05001590,3788,979,1075,854,880
2011,Hough Green,E05001591,2072,222,489,383,978
2011,Kingsway,E05001592,5784,999,1537,1409,1839
2011,Mersey,E05001593,4767,684,1251,1227,1605
2011,Norton North,E05001594,1942,349,504,420,669
2011,Norton South,E05001595,2649,243,554,542,1310
2011,Riverside,E05001596,6140,655,1557,1598,2330
2011,Windmill Hill,E05001597,1029,67,205,180,577
2011,Appleton,E05001598,6187,1922,1835,1399,1031
2011,Bewsey and Whitecross,E05001599,28681,5921,9795,6112,6853
2011,Birchwood,E05001600,19244,6524,6302,3304,3114
2011,Burtonwood and Winwick,E05001601,3655,751,1181,862,861
2011,"Culcheth, Glazebury and Croft",E05001602,6145,1659,1969,1278,1239
2011,Fairfield and Howley,E05001603,6502,795,1734,1707,2266
2011,Grappenhall and Thelwall,E05001604,3341,1090,985,702,564
2011,Great Sankey North,E05001605,1782,459,563,408,352
2011,Great Sankey South,E05001606,3147,587,953,743,864
2011,"Hatton, Stretton and Walton",E05001607,1799,665,568,346,220
2011,Latchford East,E05001608,3493,500,813,892,1288
2011,Latchford West,E05001609,5202,1152,1552,1228,1270
2011,Lymm,E05001610,4951,1884,1407,880,780
2011,Orford,E05001611,5030,800,1312,1231,1687
2011,Penketh and Cuerdley,E05001612,3739,836,1063,1035,805
2011,Poplars and Hulme,E05001613,5489,626,1221,1506,2136
2011,Poulton North,E05001614,4629,1207,1248,923,1251
2011,Poulton South,E05001615,2524,419,657,591,857
2011,Rixton and Woolston,E05001616,8854,1483,2508,2151,2712
2011,Stockton Heath,E05001617,2958,934,906,620,498
2011,Westbrook,E05001618,7605,1756,2515,1524,1810
2011,Whittle Hall,E05001619,7913,2807,2345,1613,1148
2011,All Saints,E05003114,1799,489,411,453,446
2011,Aspatria,E05003115,1729,166,318,566,679
2011,Boltons,E05003116,952,185,264,323,180
2011,Broughton St Bridget's,E05003117,1810,480,436,493,401
2011,Christchurch,E05003118,3041,715,824,758,744
2011,Clifton,E05003119,491,54,103,131,203
2011,Crummock,E05003120,802,200,209,248,145
2011,Dalton,E05003121,643,219,167,175,82
2011,Derwent Valley,E05003122,871,175,271,248,177
2011,Ellen,E05003123,984,143,196,327,318
2011,Ellenborough,E05003124,1071,80,167,324,500
2011,Ewanrigg,E05003125,1647,133,273,509,732
2011,Flimby,E05003126,737,61,131,240,305
2011,Harrington,E05003127,3230,612,871,894,853
2011,Holme,E05003128,728,97,143,271,217
2011,Keswick,E05003129,3599,782,1033,926,858
2011,Marsh,E05003130,588,133,133,215,107
2011,Moorclose,E05003131,1571,146,257,398,770
2011,Moss Bay,E05003132,3302,259,561,1013,1469
2011,Netherhall,E05003133,2072,296,410,610,756
2011,St John's,E05003134,3795,558,1119,966,1152
2011,St Michael's,E05003135,6960,904,1908,1976,2172
2011,Seaton,E05003136,2183,339,449,694,701
2011,Silloth,E05003137,1503,180,325,466,532
2011,Solway,E05003138,571,82,86,244,159
2011,Stainburn,E05003139,643,162,193,167,121
2011,Wampool,E05003140,570,105,135,195,135
2011,Warnell,E05003141,1012,216,188,418,190
2011,Waver,E05003142,896,170,173,377,176
2011,Wharrels,E05003143,553,107,123,219,104
2011,Wigton,E05003144,3757,628,704,1130,1295
2011,Barrow Island,E05003145,1303,160,246,367,530
2011,Central,E05003146,10888,2460,2875,3258,2295
2011,Dalton North,E05003147,2346,450,509,731,656
2011,Dalton South,E05003148,2000,281,506,615,598
2011,Hawcoat,E05003149,3318,798,1050,830,640
2011,Hindpool,E05003150,9082,1333,2482,2388,2879
2011,Newbarns,E05003151,2226,522,473,559,672
2011,Ormsgill,E05003152,3574,472,661,1113,1328
2011,Parkside,E05003153,2080,387,538,560,595
2011,Risedale,E05003154,2229,202,407,608,1012
2011,Roosecote,E05003155,1408,294,409,420,285
2011,Walney North,E05003156,1677,204,367,514,592
2011,Walney South,E05003157,1511,240,369,410,492
2011,Belah,E05003158,4826,704,1339,1548,1235
2011,Belle Vue,E05003159,2651,333,556,773,989
2011,Botcherby,E05003160,4008,555,966,1037,1450
2011,Brampton,E05003161,2475,545,608,741,581
2011,Burgh,E05003162,676,113,175,263,125
2011,Castle,E05003163,16757,3315,5547,3679,4216
2011,Currock,E05003164,4261,563,1166,1103,1429
2011,Dalston,E05003165,3919,825,1067,1074,953
2011,Denton Holme,E05003166,4643,452,994,1353,1844
2011,Great Corby and Geltsdale,E05003167,861,231,243,266,121
2011,Harraby,E05003168,4074,435,1030,941,1668
2011,Hayton,E05003169,689,166,171,194,158
2011,Irthing,E05003170,1445,327,470,420,228
2011,Longtown & Rockcliffe,E05003171,2465,280,569,929,687
2011,Lyne,E05003172,934,148,193,389,204
2011,Morton,E05003173,1549,125,255,426,743
2011,St Aidans,E05003174,3068,514,990,675,889
2011,Stanwix Rural,E05003175,4491,848,1189,1448,1006
2011,Stanwix Urban,E05003176,2204,466,686,445,607
2011,Upperby,E05003177,2073,164,326,586,997
2011,Wetheral,E05003178,1633,426,462,415,330
2011,Yewdale,E05003179,1472,223,325,434,490
2011,Arlecdon,E05003180,645,80,151,171,243
2011,Beckermet,E05003181,12846,3423,3493,3436,2494
2011,Bootle,E05003182,723,115,193,260,155
2011,Bransty,E05003183,2044,314,599,554,577
2011,Cleator Moor North,E05003184,1597,163,331,369,734
2011,Cleator Moor South,E05003185,1044,153,208,235,448
2011,Distington,E05003186,1514,161,302,451,600
2011,Egremont North,E05003187,2244,599,536,473,636
2011,Egremont South,E05003188,2486,424,641,649,772
2011,Ennerdale,E05003189,414,101,97,130,86
2011,Frizington,E05003190,858,107,179,211,361
2011,Gosforth,E05003191,780,180,194,224,182
2011,Harbour,E05003192,4946,854,1393,1258,1441
2011,Haverigg,E05003193,847,100,355,228,164
2011,Hensingham,E05003194,3513,781,1008,816,908
2011,Hillcrest,E05003195,540,116,149,150,125
2011,Holborn Hill,E05003196,875,143,197,255,280
2011,Kells,E05003197,971,100,216,287,368
2011,Millom Without,E05003198,585,141,108,229,107
2011,Mirehouse,E05003199,1427,107,214,355,751
2011,Moresby,E05003200,510,67,161,121,161
2011,Newtown,E05003201,1719,202,373,525,619
2011,St Bees,E05003202,640,231,139,143,127
2011,Sandwith,E05003203,954,62,145,198,549
2011,Seascale,E05003204,1509,420,412,422,255
2011,Alston Moor,E05003205,1148,221,231,392,304
2011,Appleby (Appleby),E05003206,710,98,162,251,199
2011,Appleby (Bongate),E05003207,994,163,238,357,236
2011,Askham,E05003208,831,172,235,256,168
2011,Brough,E05003209,550,74,93,245,138
2011,Crosby Ravensworth,E05003210,772,144,139,324,165
2011,Dacre,E05003211,1084,222,283,345,234
2011,Eamont,E05003212,901,156,234,315,196
2011,Greystoke,E05003213,599,158,129,190,122
2011,Hartside,E05003214,498,115,117,178,88
2011,Hesket,E05003215,2143,440,558,642,503
2011,Kirkby Stephen,E05003216,1486,257,303,564,362
2011,Kirkby Thore,E05003217,1720,234,387,581,518
2011,Kirkoswald,E05003218,525,129,106,212,78
2011,Langwathby,E05003219,807,139,209,271,188
2011,Lazonby,E05003220,692,127,170,219,176
2011,Long Marton,E05003221,457,87,107,173,90
2011,Morland,E05003222,573,118,123,244,88
2011,Orton with Tebay,E05003223,902,143,194,321,244
2011,Penrith Carleton,E05003224,421,84,109,121,107
2011,Penrith East,E05003225,1462,247,409,394,412
2011,Penrith North,E05003226,1674,310,466,513,385
2011,Penrith Pategill,E05003227,1768,324,756,353,335
2011,Penrith South,E05003228,1990,433,494,560,503
2011,Penrith West,E05003229,5092,756,1270,1631,1435
2011,Ravenstonedale,E05003230,442,79,93,202,68
2011,Shap,E05003231,664,99,124,289,152
2011,Skelton,E05003232,937,197,225,368,147
2011,Ullswater,E05003233,843,172,267,250,154
2011,Warcop,E05003234,582,97,117,276,92
2011,Ambleside and Grasmere,E05003235,2797,557,797,804,639
2011,Arnside and Beetham,E05003236,1842,508,517,493,324
2011,Broughton,E05003237,1358,330,329,465,234
2011,Burneside,E05003238,1188,283,219,446,240
2011,Burton and Holme,E05003239,1754,468,440,564,282
2011,Cartmel and Grange West,E05003240,841,213,223,241,164
2011,Coniston and Crake Valley,E05003241,1075,244,295,326,210
2011,Crooklands,E05003242,884,206,261,275,142
2011,Grange North,E05003243,1266,268,373,347,278
2011,Grange South,E05003244,682,166,196,179,141
2011,Hawkshead,E05003245,1234,268,372,368,226
2011,Holker,E05003246,806,130,187,322,167
2011,Kendal Castle,E05003247,554,123,138,174,119
2011,Kendal Far Cross,E05003248,829,135,191,253,250
2011,Kendal Fell,E05003249,4985,1259,1569,1145,1012
2011,Kendal Heron Hill,E05003250,1258,297,326,305,330
2011,Kendal Highgate,E05003251,1675,432,454,398,391
2011,Kendal Kirkland,E05003252,578,68,132,148,230
2011,Kendal Mintsfeet,E05003253,4749,841,1214,1400,1294
2011,Kendal Nether,E05003254,603,156,148,172,127
2011,Kendal Oxenholme and Natland,E05003255,1667,433,566,387,281
2011,Kendal Parks,E05003256,426,110,105,112,99
2011,Kendal Romney,E05003257,1004,226,219,272,287
2011,Kendal Stonecross,E05003258,727,222,198,190,117
2011,Kendal Strickland,E05003259,561,142,176,128,115
2011,Kendal Underley,E05003260,604,109,127,144,224
2011,Levens,E05003261,1164,305,283,357,219
2011,Low Furness,E05003262,663,169,162,195,137
2011,Lyth Valley,E05003263,1222,290,320,421,191
2011,Mid Furness,E05003264,1285,303,296,421,265
2011,Milnthorpe,E05003265,1319,290,295,450,284
2011,Sedbergh and Kirkby Lonsdale,E05003266,3777,1098,913,1117,649
2011,Staveley-in-Cartmel,E05003267,1159,273,326,363,197
2011,Staveley-in-Westmorland,E05003268,1264,296,334,402,232
2011,Ulverston Central,E05003269,1317,288,329,386,314
2011,Ulverston East,E05003270,1732,292,427,467,546
2011,Ulverston North,E05003271,940,227,273,240,200
2011,Ulverston South,E05003272,604,125,152,172,155
2011,Ulverston Town,E05003273,1665,356,484,436,389
2011,Ulverston West,E05003274,698,246,205,138,109
2011,Whinfell,E05003275,949,214,237,338,160
2011,Windermere Applethwaite and Troutbeck,E05003276,2406,518,739,594,555
2011,Windermere Bowness North,E05003277,737,165,211,223,138
2011,Windermere Bowness South,E05003278,1861,337,567,528,429
2011,Windermere Town,E05003279,636,84,149,230,173
2011,Astley Bridge,E05000650,5136,1074,1434,1198,1430
2011,Bradshaw,E05000651,3691,731,1049,799,1112
2011,Breightmet,E05000652,6143,752,1483,1556,2352
2011,Bromley Cross,E05000653,5382,1727,1747,1110,798
2011,Crompton,E05000654,14745,2264,4218,3161,5102
2011,Farnworth,E05000655,9168,991,2185,2222,3770
2011,Great Lever,E05000656,19717,2879,6157,3944,6737
2011,Halliwell,E05000657,15394,2740,4853,2823,4978
2011,Harper Green,E05000658,9796,1708,2974,2097,3017
2011,Heaton and Lostock,E05000659,10354,2939,3459,2002,1954
2011,Horwich and Blackrod,E05000660,11932,2217,3836,2788,3091
2011,Horwich North East,E05000661,4100,897,1197,934,1072
2011,Hulton,E05000662,5509,910,1409,1332,1858
2011,Kearsley,E05000663,7163,989,1998,2004,2172
2011,Little Lever and Darcy Lever,E05000664,4353,624,1171,1257,1301
2011,Rumworth,E05000665,10941,1717,2483,2065,4676
2011,Smithills,E05000666,5172,1018,1284,1244,1626
2011,Tonge with the Haulgh,E05000667,6205,564,1484,1569,2588
2011,Westhoughton North and Chew Moor,E05000668,8245,1674,2226,1977,2368
2011,Westhoughton South,E05000669,4902,876,1318,1262,1446
2011,Besses,E05000670,3780,492,988,987,1313
2011,Church,E05000671,4454,901,1353,1108,1092
2011,East,E05000672,16747,3041,5301,3684,4721
2011,Elton,E05000673,4554,921,1348,1123,1162
2011,Holyrood,E05000674,3959,777,1171,837,1174
2011,Moorside,E05000675,9867,1648,2996,2254,2969
2011,North Manor,E05000676,3612,1033,1074,742,763
2011,Pilkington Park,E05000677,4513,1143,1421,871,1078
2011,Radcliffe East,E05000678,6032,839,1679,1449,2065
2011,Radcliffe North,E05000679,4087,572,1108,1068,1339
2011,Radcliffe West,E05000680,5110,587,1314,1213,1996
2011,Ramsbottom,E05000681,5125,1214,1554,1165,1192
2011,Redvales,E05000682,8990,1909,2773,1722,2586
2011,St Mary's,E05000683,6506,1345,2183,1317,1661
2011,Sedgley,E05000684,5640,1530,1693,970,1447
2011,Tottington,E05000685,3632,860,1090,927,755
2011,Unsworth,E05000686,6640,1316,2069,1494,1761
2011,Ancoats and Clayton,E05000687,22013,4448,7564,4183,5818
2011,Ardwick,E05000688,34168,10058,12681,4889,6540
2011,Baguley,E05000689,15401,3459,4950,2947,4045
2011,Bradford,E05000690,13633,2046,4201,2815,4571
2011,Brooklands,E05000691,5479,873,1512,1122,1972
2011,Burnage,E05000692,6929,1046,1873,1284,2726
2011,Charlestown,E05000693,5895,586,1371,1350,2588
2011,Cheetham,E05000694,18290,2682,5713,3002,6893
2011,Chorlton,E05000695,7128,2048,2581,1004,1495
2011,Chorlton Park,E05000696,9113,2544,2977,1418,2174
2011,City Centre,E05000697,98914,33931,40076,11394,13513
2011,Crumpsall,E05000698,11754,2281,3562,2095,3816
2011,Didsbury East,E05000699,9814,3380,3417,1390,1627
2011,Didsbury West,E05000700,7853,2747,2836,1029,1241
2011,Fallowfield,E05000701,6997,1021,3108,744,2124
2011,Gorton North,E05000702,10375,1135,2715,2327,4198
2011,Gorton South,E05000703,8557,1012,2109,1718,3718
2011,Harpurhey,E05000704,10621,1497,2465,2019,4640
2011,Higher Blackley,E05000705,6106,735,1425,1348,2598
2011,Hulme,E05000706,12705,3571,4994,1376,2764
2011,Levenshulme,E05000707,7519,1082,3086,1046,2305
2011,Longsight,E05000708,8195,874,2977,1011,3333
2011,Miles Platting and Newton Heath,E05000709,10679,1109,2743,2367,4460
2011,Moss Side,E05000710,11844,2236,4446,1343,3819
2011,Moston,E05000711,5362,566,1422,1309,2065
2011,Northenden,E05000712,8808,1672,2424,1831,2881
2011,Old Moat,E05000713,7682,1011,3819,809,2043
2011,Rusholme,E05000714,9440,1764,3735,1106,2835
2011,Sharston,E05000715,11763,1879,3220,2343,4321
2011,Whalley Range,E05000716,6805,1624,2108,960,2113
2011,Withington,E05000717,8280,966,5169,655,1490
2011,Woodhouse Park,E05000718,25313,5211,8457,5683,5962
2011,Alexandra,E05000719,10688,1361,3037,2040,4250
2011,Chadderton Central,E05000720,8922,1607,2388,2228,2699
2011,Chadderton North,E05000721,5122,896,1442,1131,1653
2011,Chadderton South,E05000722,7525,1077,2016,2027,2405
2011,Coldhurst,E05000723,15407,2590,3997,2897,5923
2011,Crompton,E05000724,3736,742,1012,980,1002
2011,Failsworth East,E05000725,4850,715,1429,1288,1418
2011,Failsworth West,E05000726,4642,519,1147,1297,1679
2011,Hollinwood,E05000727,5823,799,1437,1285,2302
2011,Medlock Vale,E05000728,6613,829,1416,1403,2965
2011,Royton North,E05000729,4636,786,1325,1127,1398
2011,Royton South,E05000730,5970,904,1671,1712,1683
2011,Saddleworth North,E05000731,3995,1124,1155,922,794
2011,Saddleworth South,E05000732,4458,1374,1366,937,781
2011,Saddleworth West and Lees,E05000733,4053,767,1157,1166,963
2011,St James',E05000734,6481,832,1555,1782,2312
2011,St Mary's,E05000735,11903,1548,2639,2733,4983
2011,Shaw,E05000736,7000,799,1671,1720,2810
2011,Waterhead,E05000737,5243,654,1164,1321,2104
2011,Werneth,E05000738,6876,860,1477,1212,3327
2011,Balderstone and Kirkholt,E05000739,4518,573,998,1024,1923
2011,Bamford,E05000740,3349,835,873,717,924
2011,Castleton,E05000741,8075,1046,2120,2146,2763
2011,Central Rochdale,E05000742,12440,1897,3270,2396,4877
2011,East Middleton,E05000743,4549,636,1223,1203,1487
2011,Healey,E05000744,4352,742,1401,1022,1187
2011,Hopwood Hall,E05000745,5526,902,1411,1298,1915
2011,Kingsway,E05000746,6888,795,1531,1458,3104
2011,Littleborough Lakeside,E05000747,4132,728,1155,1027,1222
2011,Milkstone and Deeplish,E05000748,13867,2134,3957,2929,4847
2011,Milnrow and Newhey,E05000749,4758,849,1344,1371,1194
2011,Norden,E05000750,3108,828,1027,710,543
2011,North Heywood,E05000751,8193,1112,2160,2152,2769
2011,North Middleton,E05000752,6326,879,1776,1624,2047
2011,Smallbridge and Firgrove,E05000753,5163,541,1010,1099,2513
2011,South Middleton,E05000754,5063,875,1463,1172,1553
2011,Spotland and Falinge,E05000755,5631,776,1271,1314,2270
2011,Wardle and West Littleborough,E05000756,4687,874,1373,1162,1278
2011,West Heywood,E05000757,8517,1142,2128,2011,3236
2011,West Middleton,E05000758,4538,332,910,979,2317
2011,Barton,E05000759,6607,802,1839,1509,2457
2011,Boothstown and Ellenbrook,E05000760,3080,848,1042,625,565
2011,Broughton,E05000761,7373,1027,1921,1304,3121
2011,Cadishead,E05000762,8270,1517,2143,2123,2487
2011,Claremont,E05000763,4064,877,1496,834,857
2011,Eccles,E05000764,7448,1573,2258,1593,2024
2011,Irlam,E05000765,3504,491,980,800,1233
2011,Irwell Riverside,E05000766,8762,1715,2784,1433,2830
2011,Kersal,E05000767,5225,1361,1625,787,1452
2011,Langworthy,E05000768,11154,2272,3497,1859,3526
2011,Little Hulton,E05000769,6854,852,1602,1551,2849
2011,Ordsall,E05000770,28042,6727,11929,4101,5285
2011,Pendlebury,E05000771,7302,1000,2274,1712,2316
2011,Swinton North,E05000772,6985,1004,2143,1740,2098
2011,Swinton South,E05000773,7973,1562,2572,1727,2112
2011,Walkden North,E05000774,6588,692,1795,1641,2460
2011,Walkden South,E05000775,4286,975,1296,1040,975
2011,Weaste and Seedley,E05000776,16701,3709,5827,3409,3756
2011,Winton,E05000777,4761,538,1162,1088,1973
2011,Worsley,E05000778,3486,1082,1134,690,580
2011,Bramhall North,E05000779,5517,2200,1756,763,798
2011,Bramhall South,E05000780,5134,1877,1737,885,635
2011,Bredbury and Woodley,E05000781,9963,1618,2900,2759,2686
2011,Bredbury Green and Romiley,E05000782,5832,1270,1606,1398,1558
2011,Brinnington and Central,E05000783,25105,4927,8542,5041,6595
2011,Cheadle and Gatley,E05000784,8336,2552,2789,1529,1466
2011,Cheadle Hulme North,E05000785,8150,2182,2783,1601,1584
2011,Cheadle Hulme South,E05000786,8170,2678,2561,1389,1542
2011,Davenport and Cale Green,E05000787,7072,1237,2133,1567,2135
2011,Edgeley and Cheadle Heath,E05000788,9849,1713,3159,2453,2524
2011,Hazel Grove,E05000789,5969,1245,1916,1421,1387
2011,Heald Green,E05000790,7344,2199,2417,1425,1303
2011,Heatons North,E05000791,6928,1739,1992,1402,1795
2011,Heatons South,E05000792,9335,2477,3011,1843,2004
2011,Manor,E05000793,6929,1314,2073,1805,1737
2011,Marple North,E05000794,4690,1686,1347,927,730
2011,Marple South,E05000795,5119,1281,1605,1236,997
2011,Offerton,E05000796,4661,834,1382,1190,1255
2011,Reddish North,E05000797,5508,703,1447,1570,1788
2011,Reddish South,E05000798,7623,1254,2306,1995,2068
2011,Stepping Hill,E05000799,9944,2723,3627,2017,1577
2011,Ashton Hurst,E05000800,4042,594,939,893,1616
2011,Ashton St Michael's,E05000801,8990,1792,2570,2041,2587
2011,Ashton Waterloo,E05000802,4094,597,1020,1048,1429
2011,Audenshaw,E05000803,4657,699,1294,1312,1352
2011,Denton North East,E05000804,5558,735,1532,1567,1724
2011,Denton South,E05000805,3626,365,834,909,1518
2011,Denton West,E05000806,6332,1034,2001,1742,1555
2011,Droylsden East,E05000807,5233,690,1521,1365,1657
2011,Droylsden West,E05000808,3574,394,915,1066,1199
